employee_id,team_id,department,role_function,manager_id,location_site,period_date,hours_planned,hours_worked,overtime_hours,absence_days,output_units,unit_value,quality_score,error_count,attrition_flag,date_joined,date_left,engagement_score,total_labor_cost,headcount
EMP0329,Team B,Sales,SDR,EMP0006,Remote,2026-02-01,160.0,164.4,4.4,1.3,39,150,85.7,7,False,2026-01-16,,,4788.0,1
EMP0028,Team A,Sales,Account Executive,EMP0047,Remote,2025-12-01,160.0,141.0,3.8,0.2,14,2000,85.9,1,False,2024-12-15,,3.92,5868.0,1
EMP0171,Team G,Support,Support Agent,EMP0303,HQ,2026-06-01,160.0,151.9,10.1,0.8,149,50,78.7,3,False,2022-11-02,,3.42,4009.2,1
EMP0294,Team C,Sales,Account Executive,EMP0318,Remote,2026-02-01,160.0,162.0,2.0,1.5,16,2000,88.5,1,False,2023-01-18,,3.68,6600.0,1
EMP0091,Team B,Engineering,QA Engineer,EMP0035,Branch-East,2026-03-01,160.0,144.2,3.1,0.7,32,0,91.5,2,False,2022-10-13,,4.25,6251.7,1
EMP0491,Team B,Sales,Sales Manager,EMP0193,Remote,2026-04-01,160.0,163.8,8.2,0.9,9,2500,76.8,0,False,2023-07-23,,4.29,9157.2,1
EMP0078,Team B,Engineering,DevOps Engineer,EMP0293,Remote,2026-02-01,160.0,158.4,12.8,0.2,12,0,68.7,1,False,2025-09-04,,3.49,10300.8,1
EMP0189,Team I,Sales,SDR,EMP0218,HQ,2026-06-01,160.0,161.8,1.8,0.2,37,150,48.9,2,False,2021-12-23,,3.43,4606.0,1
EMP0406,Team G,Marketing,Content Creator,EMP0438,HQ,2025-11-01,160.0,156.7,2.6,5.1,23,150,78.5,0,False,2022-05-03,,2.91,4818.0,1
EMP0384,Team G,Marketing,Marketing Specialist,EMP0480,HQ,2026-03-01,160.0,154.7,20.5,0.1,16,300,67.3,0,False,2025-06-13,,3.33,6119.85,1
EMP0415,Team F,Support,Support Agent,EMP0303,Remote,2026-04-01,160.0,151.8,2.3,0.9,149,50,77.4,0,False,2025-06-27,,3.8,3726.0,1
EMP0384,Team G,  Marketing  ,Marketing Specialist,EMP0480,HQ,2025-10-01,160.0,150.2,1.3,,11,300,61.4,0,False,2025-06-13,,3.43,5020.95,1
EMP0431,Team D,Engineering,QA Engineer,EMP0225,Remote,2025-12-01,160.0,164.3,25.6,1.1,12,0,93.2,0,False,2024-08-13,,4.54,8513.4,1
EMP0260,Team C,Engineering,QA Engineer,EMP0187,HQ,2026-06-01,160.0,162.1,2.1,2.3,31,0,,1,False,2025-12-23,,2.57,6940.5,1
EMP0418,Team J,Sales,Account Executive,EMP0392,Branch-West,2025-09-01,160.0,160.9,0.9,0.3,17,2000,65.3,3,False,2025-06-01,,3.24,6490.0,1
EMP0303,Team D,Sales,Sales Manager,EMP0351,Branch-West,2026-06-01,160.0,155.1,0.5,0.1,12,2500,92.7,0,False,2024-10-26,,3.11,8104.2,1
EMP0359,Team B,Marketing,Marketing Specialist,EMP0210,HQ,2026-04-01,160.0,158.7,4.9,2.1,15,300,83.0,0,False,2023-12-04,,4.48,5479.65,1
EMP0283,Team E,Sales,SDR,EMP0199,Branch-East,2025-11-01,160.0,155.8,0.3,0.4,44,150,78.9,3,True,2023-01-10,2026-05-03,3.57,4375.0,1
EMP0349,Team G,Sales,Account Executive,EMP0047,Branch-West,2026-04-01,160.0,170.3,10.3,2.5,14,2000,91.1,1,False,2021-12-13,,3.11,7430.0,1
EMP0013,Team H,Operations,Ops Coordinator,EMP0277,HQ,2026-07-01,160.0,148.1,0.7,0.2,53,35,65.5,1,False,2021-11-20,,2.91,4027.05,1
EMP0218,Team D,Operations,Ops Coordinator,EMP0147,HQ,2026-02-01,160.0,154.9,2.8,0.3,58,35,86.9,6,False,2022-05-08,,2.16,4295.7,1
EMP0213,Team E,Support,Support Agent,EMP0077,HQ,2025-11-01,160.0,154.0,2.1,1.0,92,50,57.9,3,False,2025-08-12,,3.23,3771.6,1
EMP0320,Team C,Engineering,Data Engineer,EMP0193,Remote,2025-11-01,160.0,161.6,2.1,2.1,16,0,93.0,0,False,2025-04-08,,3.46,9885.0,1
EMP0443,Team F,Sales,Account Executive,EMP0480,Remote,2026-07-01,160.0,152.2,1.7,0.3,11,2000,64.0,2,False,2021-12-08,,,6190.0,1
EMP0427,Team G,Sales,Account Executive,EMP0482,HQ,2026-05-01,160.0,140.7,25.5,0.3,15,2000,74.0,4,False,2021-11-10,,2.81,7158.0,1
EMP0435,Team A,Engineering,QA Engineer,EMP0277,HQ,2026-06-01,160.0,164.7,19.3,3.5,32,0,55.3,0,False,2025-06-23,,2.93,8133.3,1
EMP0134,Team F,Sales,Sales Manager,EMP0193,Remote,2025-11-01,160.0,160.0,6.0,1.9,10,2500,88.7,3,False,2023-03-16,,3.0,8788.0,1
EMP0202,Team F,Engineering,QA Engineer,EMP0434,HQ,2026-01-01,160.0,156.2,13.5,0.6,18,0,84.0,1,False,2025-07-01,,4.02,7410.9,1
EMP0249,Team I,Marketing,Content Creator,EMP0035,Remote,2026-01-01,160.0,164.8,6.8,0.3,28,150,61.0,2,False,2023-06-24,,2.7,5250.0,1
EMP0136,Team F,Sales,SDR,EMP0318,HQ,2026-08-01,160.0,162.2,2.2,0.7,30,150,55.9,0,False,2024-10-13,,4.87,4634.0,1
EMP0134,Team F,Sales,Sales Manager,EMP0193,Remote,2025-09-01,160.0,150.6,2.3,1.5,9,2500,91.1,0,False,2023-03-16,,4.1,8010.6,1
EMP0215,Team I,Support,Support Agent,EMP0193,Branch-East,2026-02-01,160.0,165.6,8.2,2.2,131,50,60.8,6,False,2022-11-10,,4.09,4269.6,1
EMP0212,Team H,support,Support Lead,EMP0006,Remote,2026-04-01,160.0,161.1,1.1,0.3,74,60,91.2,1,False,2024-11-10,,4.5,5533.5,1
EMP0400,Team A,Operations,Ops Coordinator,EMP0434,HQ,2025-11-01,160.0,160.3,0.3,1.7,74,35,79.0,1,False,2022-01-07,,3.4,4340.25,1
EMP0126,Team I,Sales,Sales Manager,EMP0077,Remote,2026-02-01,160.0,152.4,1.4,1.6,11,2500,,3,False,2024-08-28,,4.86,8034.0,1
EMP0330,Team E,Engineering,DevOps Engineer,EMP0351,Branch-East,2026-04-01,160.0,156.5,12.9,0.4,11,0,78.8,4,False,2025-07-30,,3.06,10199.3,1
EMP0339,Team H,Sales,Account Executive,EMP0035,HQ,2026-08-01,160.0,164.3,5.8,6.2,16,2000,85.9,0,False,2024-04-19,,3.16,6920.0,1
EMP0281,Team D,Marketing,Marketing Specialist,EMP0376,HQ,2026-04-01,160.0,155.0,11.1,5.6,12,300,84.2,1,False,2024-05-11,,2.88,5664.45,1
EMP0183,Team B,Marketing,Content Creator,EMP0438,HQ,2026-08-01,160.0,165.4,5.4,3.3,16,150,63.0,1,False,2024-02-19,,3.26,5205.0,1
EMP0304,Team F,Support,Support Lead,EMP0457,HQ,2026-02-01,160.0,156.7,11.0,1.5,84,60,73.7,1,False,2022-04-22,,3.66,5888.8,1
EMP0039,Team J,Support,Support Agent,EMP0300,Remote,2026-04-01,160.0,139.6,1.0,2.1,122,50,94.0,1,False,2025-06-06,,2.71,3386.4,1
EMP0023,Team E,Engineering,QA Engineer,EMP0147,Remote,2026-04-01,160.0,161.8,11.7,0.2,26,0,74.5,1,False,2023-07-21,,4.47,7532.7,1
EMP0109,Team G,Engineering,DevOps Engineer,EMP0450,HQ,2025-09-01,160.0,146.7,0.4,0.6,12,0,49.8,2,False,2023-03-05,,4.07,8543.4,1
EMP0197,Team E,Support,Support Agent,EMP0449,HQ,2026-01-01,160.0,154.2,8.3,0.4,141,50,62.8,6,False,2025-08-22,,3.89,3999.6,1
EMP0437,Team B,Engineering,DevOps Engineer,EMP0035,Remote,2026-03-01,160.0,160.4,0.8,0.3,13,0,47.1,0,False,2024-12-13,,3.78,9372.8,1
EMP0398,Team E,Sales,Sales Manager,EMP0243,Remote,2025-12-01,160.0,160.2,8.0,1.2,9,2500,63.4,0,False,2024-02-16,,3.28,8954.4,1
EMP0079,Team J,Sales,Account Executive,EMP0077,Branch-East,2026-01-01,160.0,146.4,2.5,3.9,16,2000,91.8,1,False,2023-01-21,,3.72,6006.0,1
EMP0216,Team G,Engineering,DevOps Engineer,EMP0293,Remote,2026-07-01,160.0,160.3,0.3,,16,0,73.3,0,False,2025-01-28,,4.16,9323.5,1
EMP0069,Team F,ENGINEERING,QA Engineer,EMP0218,,2025-12-01,160.0,159.1,11.4,0.7,17,0,,3,False,2024-09-25,,5.0,7400.4,1
EMP0024,Team G,Sales,SDR,EMP0434,Remote,2026-07-01,160.0,155.4,0.1,2.9,30,150,86.6,1,False,2024-05-13,,3.94,4355.4,1
EMP0157,Team G,Support,Support Lead,EMP0035,Branch-East,2026-06-01,160.0,145.3,5.2,2.2,91,60,78.7,0,False,2024-11-27,,2.89,5205.4,1
EMP0344,Team A,Sales,SDR,EMP0450,Remote,2025-12-01,160.0,160.1,5.7,4.2,33,150,56.9,2,False,2022-08-19,,3.69,4722.2,1
EMP0208,Team H,Support,Support Lead,EMP0376,HQ,2025-12-01,160.0,161.5,8.1,1.0,38,60,59.7,2,False,2022-11-05,,2.72,5904.1,1
EMP0181,Team F,Sales,SDR,EMP0309,HQ,2026-03-01,160.0,168.0,8.0,1.3,30,150,94.6,1,False,2024-12-27,,4.05,5040.0,1
EMP0073,Team B,Engineering,Developer,EMP0035,HQ,2026-03-01,160.0,166.1,13.0,0.4,16,0,64.6,15,False,2025-04-05,,4.37,10208.0,1
EMP0473,Team H,Engineering,Developer,EMP0071,HQ,2025-09-01,160.0,154.3,3.4,0.3,18,0,84.6,2,False,2025-08-28,,3.84,8767.0,1
EMP0205,Team E,Support,Support Lead,EMP0449,Remote,2025-10-01,160.0,151.4,4.1,3.7,97,60,78.5,1,False,2024-03-02,,4.25,5356.7,1
EMP0419,Team E,Support,Support Agent,EMP0449,HQ,2025-11-01,160.0,150.2,0.3,1.2,106,50,63.3,2,False,2024-08-22,,3.9,3615.6,1
EMP0273,Team E,Marketing,Content Creator,EMP0438,Branch-West,2025-12-01,160.0,161.6,2.1,,12,150,89.0,2,False,2025-06-28,,3.65,4942.5,1
EMP0459,Team C,Engineering,Data Engineer,EMP0376,Remote,2025-11-01,160.0,165.7,6.0,5.9,12,0,43.1,2,False,2025-01-27,,3.51,10482.0,1
EMP0146,Team I,Engineering,Developer,EMP0162,Branch-West,2026-06-01,160.0,167.1,8.0,3.7,22,0,70.7,0,False,2022-10-13,,3.96,9850.5,1
EMP0166,Team I,Operations,Ops Coordinator,EMP0035,,2026-02-01,160.0,154.9,0.4,0.8,85,35,94.2,3,False,2024-10-04,,3.8,4198.5,1
EMP0276,Team F,Sales,SDR,EMP0077,Remote,2026-03-01,160.0,158.6,0.6,2.3,49,150,46.5,0,False,2022-12-15,,5.0,4466.0,1
EMP0198,Team C,Marketing,Content Creator,EMP0162,Remote,2026-08-01,160.0,169.3,23.6,0.1,28,150,96.1,0,False,2024-12-29,,3.83,6141.0,1
EMP0041,Team D,Engineering,DevOps Engineer,EMP0162,Branch-East,2025-11-01,160.0,142.4,3.2,1.0,10,0,78.8,0,False,2022-04-09,,3.04,8537.6,1
EMP0039,Team J,Support,Support Agent,EMP0300,Remote,2025-10-01,160.0,158.9,16.1,2.1,155,50,75.1,0,False,2025-06-06,,3.28,4393.2,1
EMP0481,Team D,Support,Support Lead,EMP0476,HQ,2026-04-01,160.0,145.8,3.1,0.8,113,60,52.1,5,False,2022-01-26,,3.81,5115.3,1
EMP0215,Team I,Support,Support Agent,EMP0193,,2026-05-01,160.0,151.8,1.3,,111,50,54.2,6,False,2022-11-10,,4.16,3690.0,1
EMP0162,Team I,Support,Support Agent,EMP0450,Remote,2026-08-01,160.0,152.9,2.4,3.0,157,50,,0,False,2022-08-14,,3.68,3756.0,1
EMP0465,Team A,Marketing,Content Creator,EMP0376,Remote,2026-03-01,160.0,148.4,1.6,1.1,20,150,79.3,2,False,2025-04-17,,3.51,4524.0,1
EMP0394,  Team F  ,Operations,Ops Coordinator,EMP0259,Remote,2026-04-01,160.0,161.5,1.5,1.1,68,35,90.8,1,False,2025-03-27,,3.99,4421.25,1
EMP0417,Team E,Engineering,Developer,EMP0450,Remote,2026-03-01,160.0,157.5,2.2,0.5,19,0,88.4,1,False,2022-10-07,,4.19,8844.0,1
EMP0022,Team E,engineering,QA Engineer,EMP0245,Remote,2026-03-01,160.0,166.0,6.0,0.1,20,0,76.7,1,False,2023-06-03,,4.8,7350.0,1
EMP0219,Team A,Support,Support Agent,EMP0480,Branch-East,2026-03-01,160.0,148.0,2.7,2.0,136,50,84.4,2,False,2021-12-22,,3.1,3649.2,1
EMP0316,Team J,Support,Support Lead,EMP0100,HQ,2026-01-01,160.0,160.8,0.8,,80,60,84.2,4,False,2025-11-19,,2.65,5508.0,1
EMP0447,Team D,Marketing,Content Creator,EMP0167,Branch-East,2026-08-01,160.0,147.6,3.0,0.7,15,150,81.0,1,False,2025-09-02,,3.91,4563.0,1
EMP0181,  Team F  ,Sales,SDR,EMP0309,HQ,2026-05-01,160.0,153.7,3.7,1.8,40,150,96.3,6,False,2024-12-27,,4.09,4459.0,1
EMP0466,Team F,sales,SDR,EMP0422,Remote,2026-07-01,160.0,156.1,3.6,2.5,36,150,65.1,2,False,2025-03-16,,,4522.0,1
EMP0081,Team H,Marketing,Content Creator,EMP0333,Remote,2026-06-01,160.0,162.2,2.2,1.9,22,150,65.8,0,False,2023-12-26,,3.79,4965.0,1
EMP0287,Team D,Sales,SDR,EMP0033,Branch-West,2025-10-01,160.0,159.6,8.9,2.5,39,150,92.2,0,False,2025-01-08,,3.28,4842.6,1
EMP0001,Team G,Sales,SDR,EMP0218,Remote,2026-07-01,160.0,159.9,23.6,0.2,47,150,75.4,2,False,2025-02-25,,4.4,5468.4,1
EMP0193,Team E,Marketing,Content Creator,,,2026-03-01,160.0,160.6,9.3,1.1,19,150,92.8,1,False,2023-03-18,,4.07,5236.5,1
EMP0182,Team H,Engineering,Developer,EMP0217,Branch-East,2026-07-01,160.0,147.2,4.3,2.0,22,0,57.1,0,False,2025-08-26,,3.47,8450.75,1
EMP0025,Team B,Sales,SDR,EMP0077,Remote,2026-01-01,160.0,161.5,9.9,0.1,38,150,69.3,5,False,2021-10-07,,4.05,4937.8,1
EMP0457,Team G,Engineering,Data Engineer,EMP0147,Remote,2026-06-01,160.0,153.5,32.9,1.5,9,0,57.9,0,False,2022-07-06,,3.6,12171.0,1
EMP0158,TEAM J,Operations,Ops Analyst,EMP0006,Branch-West,2026-01-01,160.0,156.8,2.4,,52,40,70.6,0,False,2023-12-14,,3.76,5132.8,1
EMP0295,Team F,Engineering,Developer,EMP0035,Remote,2026-01-01,160.0,151.4,2.4,2.4,16,0,94.1,3,False,2023-06-07,,2.68,8525.0,1
EMP0093,Team G,Operations,Ops Coordinator,EMP0147,Remote,2026-07-01,160.0,154.2,7.2,0.4,59,35,87.8,3,False,2022-12-17,,3.77,4455.0,1
EMP0459,Team C,Engineering,Data Engineer,EMP0376,Remote,2026-01-01,160.0,150.4,0.3,5.4,15,0,70.6,4,False,2025-01-27,,4.28,9051.0,1
EMP0251,Team A,Engineering,DevOps Engineer,EMP0147,,2026-07-01,160.0,147.6,28.2,0.4,10,0,73.9,1,False,2023-11-18,,3.1,11014.2,1
EMP0379,Team D,Operations,Ops Analyst,EMP0471,Remote,2026-04-01,160.0,167.3,7.3,1.8,85,40,73.5,1,False,2025-03-21,,3.55,5704.0,1
EMP0415,Team F,Support,Support Agent,EMP0303,Remote,2026-02-01,160.0,159.4,5.8,1.8,126,50,74.9,6,False,2025-06-27,,3.62,4034.4,1
EMP0278,Team G,Support,Support Agent,EMP0199,Remote,2026-04-01,160.0,159.7,0.1,1.6,161,50,83.7,1,False,2024-09-27,,3.56,3836.4,1
EMP0054,Team H,Marketing,Marketing Specialist,EMP0476,HQ,2026-05-01,160.0,158.1,12.6,0.9,12,300,62.2,4,True,2023-10-07,2026-05-02,3.14,5841.0,1
EMP0275,Team E,Sales,Sales Manager,EMP0420,Remote,2026-03-01,160.0,151.1,2.0,0.7,8,2500,71.3,3,False,2025-03-15,,3.45,8013.2,1
EMP0456,Team F,Sales,Sales Manager,EMP0351,HQ,2026-08-01,160.0,152.2,14.5,2.2,9,2500,84.6,0,False,2025-12-25,,3.85,9045.4,1
EMP0463,Team F,Operations,Ops Analyst,EMP0453,HQ,2026-08-01,160.0,162.6,2.6,1.1,49,40,89.9,0,False,2025-07-16,,3.63,5328.0,1
EMP0115,Team A,Support,Support Agent,EMP0085,Remote,2026-07-01,160.0,162.9,2.9,4.1,131,50,58.3,3,False,2023-09-29,,3.56,4014.0,1
EMP0447,Team D,Marketing,Content Creator,EMP0167,Branch-East,2026-07-01,160.0,166.4,23.0,1.4,24,150,78.6,3,False,2025-09-02,,3.72,6027.0,1
EMP0068,Team J,Operations,Ops Analyst,EMP0434,Remote,2026-03-01,160.0,163.0,3.0,0.6,60,40,68.0,1,False,2024-04-02,,2.87,5360.0,1
EMP0302,Team E,Sales,SDR,EMP0033,Remote,2026-03-01,160.0,160.1,0.1,0.1,42,150,91.1,0,False,2025-12-19,,4.37,4487.0,1
EMP0036,Team H,Operations,Ops Analyst,EMP0296,,2026-04-01,160.0,157.3,0.8,0.8,49,40,86.9,0,False,2023-07-24,,3.91,5072.0,1
EMP0283,Team E,Sales,SDR,EMP0199,Branch-East,2025-10-01,160.0,152.6,1.7,6.7,26,150,77.0,4,True,2023-01-10,2026-05-03,3.49,4344.2,1
EMP0279,Team J,Support,Support Lead,EMP0320,,2025-09-01,160.0,160.2,0.2,2.4,101,60,77.2,1,False,2024-01-02,,3.73,5457.0,1
EMP0136,Team F,Sales,SDR,EMP0318,HQ,2026-01-01,160.0,156.9,8.7,2.6,55,150,48.5,0,False,2024-10-13,,4.16,4758.6,1
EMP0047,Team C,Sales,Account Executive,EMP0450,Remote,2026-07-01,160.0,158.7,1.5,0.6,16,2000,38.8,2,False,2023-12-23,,4.06,6438.0,1
EMP0271,Team I,Operations,Ops Analyst,EMP0102,HQ,2025-12-01,160.0,152.8,4.7,0.6,59,40,43.9,1,False,2023-12-03,,3.62,5115.2,1
EMP0335,Team I,Engineering,DevOps Engineer,EMP0187,HQ,2025-12-01,160.0,163.0,3.2,0.4,13,0,81.8,0,False,2023-07-24,,3.69,9732.4,1
EMP0365,Team I,Marketing,Content Creator,EMP0301,HQ,2026-08-01,160.0,157.6,5.4,1.0,19,150,79.5,0,False,2024-09-30,,4.14,4971.0,1
EMP0140,Team I,Marketing,Marketing Specialist,EMP0482,HQ,2026-06-01,160.0,168.6,8.6,0.8,14,300,71.1,0,False,2025-07-21,,3.7,5989.5,1
EMP0360,Team D,Sales,Sales Manager,EMP0177,HQ,2025-10-01,160.0,161.2,1.2,0.8,11,2500,83.5,1,True,2024-06-21,2025-11-08,2.9,8476.0,1
EMP0455,Team B,Engineering,DevOps Engineer,EMP0251,Remote,2026-02-01,160.0,172.7,20.6,1.3,17,0,90.4,0,False,2025-01-25,,3.16,11808.8,1
EMP0340,Team E,Engineering,Data Engineer,EMP0100,Remote,2025-11-01,160.0,157.4,3.4,1.5,16,0,63.5,0,False,2021-11-09,,2.38,9750.0,1
EMP0126,Team I,Sales,Sales Manager,EMP0077,Remote,2026-08-01,160.0,158.4,4.0,0.6,13,2500,80.1,2,False,2024-08-28,,2.78,8548.8,1
EMP0353,Team A,Support,Support Lead,EMP0470,Remote,2025-12-01,160.0,161.3,1.3,0.4,78,60,63.9,1,False,2023-08-26,,4.08,5550.5,1
EMP0126,Team I,Sales,Sales Manager,EMP0077,Remote,2025-12-01,160.0,167.0,10.6,2.7,9,2500,79.5,2,False,2024-08-28,,3.11,9510.8,1
EMP0487,Team H,Engineering,QA Engineer,EMP0355,Remote,2026-04-01,160.0,150.9,9.0,2.8,22,0,95.6,0,True,2022-10-01,2026-07-11,3.44,6904.8,1
EMP0431,Team D,Engineering,QA Engineer,EMP0225,Remote,2025-10-01,160.0,152.7,4.8,0.1,31,0,89.2,1,False,2024-08-13,,2.48,6715.8,1
EMP0331,Team E,Sales,SDR,EMP0449,Branch-West,2025-10-01,160.0,165.0,5.0,1.5,42,150,75.0,2,False,2025-01-10,,3.46,4830.0,1
EMP0293,Team J,  Operations  ,Ops Analyst,EMP0193,,2025-10-01,160.0,156.8,16.7,1.1,63,40,80.5,1,False,2025-03-19,,1.89,5819.2,1
EMP0418,Team J,Sales,Account Executive,EMP0392,,2026-08-01,160.0,150.9,1.1,1.8,15,2000,,1,False,2025-06-01,,3.08,6102.0,1
EMP0184,Team E,Marketing,Marketing Specialist,EMP0100,HQ,2025-12-01,160.0,168.4,8.4,1.0,8,300,90.0,1,False,2025-08-01,,4.59,5973.0,1
EMP0493,Team J,Engineering,Developer,EMP0033,Branch-West,2025-12-01,160.0,158.4,1.7,1.3,17,0,75.7,1,False,2024-12-30,,,8852.25,1
EMP0210,Team A,Engineering,Developer,EMP0193,Remote,2026-08-01,160.0,162.4,6.6,2.6,18,0,,3,False,2021-11-02,,3.68,9476.5,1
EMP0013,  Team H  ,Operations,Ops Coordinator,EMP0277,HQ,2026-02-01,160.0,164.0,4.0,0.6,92,35,87.1,1,False,2021-11-20,,3.14,4590.0,1
EMP0094,Team E,Sales,Sales Manager,EMP0480,Branch-East,2025-11-01,160.0,156.7,7.3,1.1,11,2500,72.0,8,False,2022-10-05,,3.37,8717.8,1
EMP0084,Team A,Engineering,Developer,EMP0006,Branch-West,2025-09-01,160.0,146.1,20.6,0.6,15,0,83.7,0,False,2024-05-20,,4.42,9735.0,1
EMP0461,Team C,Engineering,DevOps Engineer,EMP0453,HQ,2025-11-01,160.0,163.1,4.1,0.6,11,0,,2,False,2023-10-09,,3.89,9816.5,1
EMP0153,Team J,Engineering,Developer,EMP0457,Remote,2026-03-01,160.0,150.1,13.2,1.4,18,0,76.9,0,False,2025-06-07,,3.4,9344.5,1
EMP0122,Team H,  Marketing  ,Content Creator,EMP0471,Branch-West,2026-08-01,160.0,144.6,12.8,7.0,20,150,44.7,0,False,2022-09-10,,3.16,4914.0,1
EMP0051,Team G,Marketing,Marketing Specialist,EMP0392,Remote,2026-01-01,160.0,153.1,8.7,3.2,12,300,78.2,2,False,2024-07-19,,3.2,5482.95,1
EMP0429,Team I,Sales,Sales Manager,EMP0344,Branch-East,2026-06-01,160.0,157.7,16.7,3.9,13,2500,72.5,2,False,2022-08-12,,3.01,9503.0,1
EMP0198,Team C,Marketing,Content Creator,EMP0162,Remote,2026-04-01,160.0,158.7,4.1,1.9,9,150,42.3,9,False,2024-12-29,,3.39,4945.5,1
EMP0307,Team B,Sales,Sales Manager,EMP0320,Remote,2026-07-01,160.0,161.4,22.6,2.3,9,2500,79.9,1,False,2022-12-08,,4.5,10155.6,1
EMP0194,Team A,Support,Support Lead,EMP0320,HQ,2026-06-01,160.0,149.8,11.3,0.5,90,60,88.5,2,False,2022-07-10,,2.58,5669.5,1
EMP0139,Team H,Sales,Sales Manager,EMP0033,HQ,2026-04-01,160.0,161.2,24.3,1.0,9,2500,96.0,3,False,2025-03-14,,4.4,10277.8,1
EMP0091,  Team B  ,Engineering,QA Engineer,EMP0035,Branch-East,2025-10-01,160.0,154.6,0.2,3.2,22,0,81.0,0,False,2022-10-13,,4.21,6505.8,1
EMP0046,Team A,SUPPORT,Support Agent,EMP0162,HQ,2025-12-01,160.0,168.6,10.4,0.3,125,50,91.2,4,False,2025-11-19,,3.33,4420.8,1
EMP0470,Team F,Marketing,Marketing Specialist,EMP0450,Branch-West,2025-11-01,160.0,160.1,0.1,0.0,13,300,88.7,0,False,2022-02-18,,3.67,5288.25,1
EMP0373,Team B,Engineering,QA Engineer,EMP0006,HQ,2025-09-01,160.0,144.5,7.2,1.3,22,0,51.7,0,False,2021-12-23,,4.84,6522.6,1
EMP0468,Team A,Marketing,Marketing Specialist,EMP0259,HQ,2026-02-01,160.0,170.5,10.8,,13,300,74.0,1,False,2021-09-19,,4.13,6161.1,1
EMP0428,Team I,Marketing,Content Creator,EMP0102,HQ,2025-12-01,160.0,149.6,4.1,0.3,19,150,97.2,0,False,2024-10-09,,4.46,4672.5,1
EMP0354,Team C,Engineering,QA Engineer,EMP0422,Branch-East,2025-10-01,160.0,149.7,7.0,2.6,35,0,73.6,0,False,2023-12-07,,3.16,6728.4,1
EMP0415,Team F,Support,Support Agent,EMP0303,Remote,2025-12-01,160.0,164.2,13.9,4.0,98,50,77.7,1,False,2025-06-27,,3.16,4441.2,1
EMP0362,Team D,Support,Support Agent,EMP0033,Remote,2026-06-01,160.0,146.6,1.5,1.1,110,50,63.4,4,False,2025-10-15,,3.26,3572.4,1
EMP0073,Team B,Engineering,Developer,EMP0035,HQ,2025-11-01,160.0,165.3,5.3,0.6,16,0,46.3,0,False,2025-04-05,,3.16,9528.75,1
EMP0419,  Team E  ,Support,Support Agent,EMP0449,HQ,2026-08-01,160.0,153.3,6.3,1.7,107,50,56.7,4,False,2024-08-22,,4.05,3906.0,1
EMP0221,Team D,Support,Support Agent,EMP0420,HQ,2026-05-01,160.0,158.7,1.4,8.7,134,50,55.1,1,False,2022-04-21,,4.65,3859.2,1
EMP0292,Team A,Engineering,QA Engineer,EMP0225,Remote,2025-11-01,160.0,148.1,3.6,0.2,17,0,77.7,0,False,2023-01-21,,,6447.0,1
EMP0180,Team G,Engineering,QA Engineer,EMP0199,Branch-West,2026-02-01,160.0,173.0,15.5,1.5,19,0,61.2,1,False,2024-11-03,,2.53,8242.5,1
EMP0350,Team B,Support,Support Lead,EMP0167,HQ,2026-08-01,160.0,163.3,22.4,0.4,63,60,80.8,0,False,2024-03-17,,4.01,6694.6,1
EMP0316,Team J,Support,Support Lead,EMP0100,,2026-06-01,160.0,163.5,8.3,0.4,89,60,67.9,1,False,2025-11-19,,,5982.3,1
EMP0181,Team F,Sales,SDR,EMP0309,HQ,2026-08-01,160.0,152.0,0.4,,38,150,73.8,0,False,2024-12-27,,3.38,4272.8,1
EMP0116,Team G,Marketing,Marketing Specialist,EMP0162,Remote,2026-08-01,160.0,151.0,21.2,0.5,12,300,78.0,1,False,2024-08-31,,4.22,6032.4,1
EMP0133,TEAM E,Engineering,Developer,EMP0147,HQ,2026-04-01,160.0,149.7,1.4,0.8,21,0,87.9,0,False,2025-01-07,,3.7,8349.0,1
EMP0432,  Team A  ,Operations,Ops Coordinator,EMP0453,Remote,2025-12-01,160.0,169.3,9.3,0.2,54,35,73.8,2,False,2024-03-12,,3.61,4947.75,1
EMP0051,Team G,  Marketing  ,Marketing Specialist,EMP0392,,2026-08-01,160.0,176.6,22.5,0.3,15,300,86.1,0,False,2024-07-19,,3.93,6941.55,1
EMP0167,Team E,Sales,Account Executive,EMP0450,Remote,2026-07-01,160.0,164.4,6.5,2.0,11,2000,88.0,0,False,2026-02-10,,3.97,6966.0,1
EMP0050,Team J,Engineering,Developer,EMP0471,Branch-East,2026-08-01,160.0,152.5,2.8,3.3,23,0,93.0,5,False,2022-02-18,,3.47,8618.5,1
EMP0460,Team F,ENGINEERING,Data Engineer,EMP0071,HQ,2026-04-01,160.0,156.4,2.4,2.6,16,0,84.4,4,False,2022-10-30,,3.59,9600.0,1
EMP0184,Team E,  Marketing  ,Marketing Specialist,EMP0100,HQ,2026-04-01,160.0,159.9,4.4,5.3,12,300,83.5,2,False,2025-08-01,,2.7,5494.5,1
EMP0139,Team H,Sales,Sales Manager,EMP0033,HQ,2026-08-01,160.0,156.8,13.1,0.0,10,2500,76.6,5,False,2025-03-14,,3.54,9175.4,1
EMP0373,Team B,Engineering,QA Engineer,EMP0006,HQ,2026-08-01,160.0,159.8,8.6,2.0,22,0,86.1,1,False,2021-12-23,,3.22,7253.4,1
